id,prediction
2142,4904145
2143,5041900
2144,8325331
2145,11525407
2146,7972155
2147,3494850
2148,13682603
2149,3744091
2150,2948040
2151,4943599
2152,2421879
2153,5175023
2154,5266687
2155,4759098
2156,8122389
2157,6412590
2158,7204716
2159,3273853
2160,5844377
2161,5893083
2162,9843052
2163,5287832
2164,8290134
2165,4495091
2166,6419908
2167,4909645
2168,4012063
2169,7191311
2170,6094336
2171,4514824
2172,5370958
2173,8798994
2174,5149950
2175,8342763
2176,11640368
2177,8727150
2178,3213519
2179,8641341
2180,5722283
2181,5264308
2182,4557226
2183,4987328
2184,10892597
2185,8761216
2186,5948114
2187,11310264
2188,5857930
2189,5270984
2190,8474262
2191,8252727
2192,5480670
2193,7522578
2194,22834761
2195,6141883
2196,8448663
2197,4943540
2198,18966877
2199,7448608
2200,5607494
2201,1981859
2202,18192093
2203,5473168
2204,8799770
2205,10580829
2206,5813233
2207,6742802
2208,5699813
2209,6553943
2210,4975905
2211,5747082
2212,5706076
2213,8775631
2214,4551320
2215,5774582
2216,27687286
2217,15205929
2218,2238500
2219,6636254
2220,5353483
2221,7859567
2222,4730657
2223,2899485
2224,7069938
2225,5432094
2226,11813068
2227,3679821
2228,7413600
2229,6559735
2230,11413485
2231,4994391
2232,10428168
2233,5968765
2234,10751628
2235,7179974
2236,5412064
2237,5813600
2238,6539963
2239,4282595
2240,3977880
2241,6617750
2242,7011174
2243,5852281
2244,6253787
2245,7304228
2246,5047723
2247,7985868
2248,5821050
2249,4618597
2250,6322903
2251,9606208
2252,3626621
2253,5114962
2254,5311482
2255,5306789
2256,8678885
2257,7329893
2258,5760487
2259,10650993
2260,4027050
2261,9679247
2262,6594590
2263,7628941
2264,5465513
2265,6094288
2266,8199553
2267,11352811
2268,5035018
2269,8710928
2270,11198190
2271,4721064
2272,5937241
2273,5667530
2274,9701033
2275,7052564
2276,5396310
2277,3880131
2278,3789530
2279,5184547
2280,5549124
2281,4754866
2282,5455867
2283,11703392
2284,5002860
2285,8781530
2286,6441609
2287,6550916
2288,12860247
2289,8296744
2290,4922237
2291,5120315
2292,3206926
2293,5842462
2294,11650465
2295,9615729
2296,6801408
2297,8985886
2298,3799463
2299,5964137
2300,10973176
2301,3764202
2302,10250381
2303,5794365
2304,4719676
2305,10730480
2306,4002913
2307,3764937
2308,6011586
2309,5178500
2310,6003189
2311,4588874
2312,3622923
2313,8208799
2314,4808000
2315,9090373
2316,5664800
2317,4926108
2318,4776318
2319,5148994
2320,5645021
2321,3749414
2322,8399373
2323,4462964
2324,5220084
2325,5377822
2326,6238312
2327,5922754
2328,7099858
2329,7570703
2330,5466049
2331,5868009
2332,5661523
2333,8567619
2334,5211212
2335,6902268
2336,3718558
2337,8505723
2338,7281018
2339,6625344
2340,9659890
2341,6223457
2342,5239650
2343,5645622
2344,6376881
2345,10178824
2346,5799566
2347,6266627
2348,5719416
2349,4777097
2350,15300335
2351,10428195
2352,12728434
2353,5226715
2354,6041600
2355,7708492
2356,5007890
2357,5164552
2358,3254082
2359,6613330
2360,7962251
2361,7303143
2362,8454427
2363,27463266
2364,5562900
2365,22431171
2366,8175130
2367,3792336
2368,3997075
2369,5440907
2370,6308417
2371,7502589
2372,7693434
2373,11720200
2374,6177480
2375,3940941
2376,6817565
2377,5710399
2378,9901332
2379,6416128
2380,4883259
2381,5042450
2382,5367215
2383,5222415
2384,2846678
2385,4603200
2386,5843100
2387,10021635
2388,4286051
2389,4262859
2390,4368755
2391,6211134
2392,6053831
2393,16615082
2394,4771982
2395,9825624
2396,4649800
2397,8826721
2398,4140698
2399,7791191
2400,7476678
2401,8289218
2402,5226313
2403,5095324
2404,8940108
2405,4555640
2406,7859733
2407,7840616
2408,8216589
2409,7400145
2410,9136765
2411,6473587
2412,3175950
2413,7282597
2414,5169501
2415,5498414
2416,6074730
2417,8021674
2418,5423325
2419,5221351
2420,5232001
2421,5015949
2422,4022422
2423,5992103
2424,4902043
2425,7684432
2426,4494227
2427,5623545
2428,10990662
2429,5818426
2430,7357458
2431,6498781
2432,5351600
2433,4372109
2434,4978437
2435,10403959
2436,5127246
2437,5932378
2438,5369852
2439,3988000
2440,4286340
2441,9949390
2442,7977423
2443,6620009
2444,6898812
2445,5008440
2446,4606902
2447,12155281
2448,6695144
2449,4259605
2450,6049825
2451,5296266
2452,6011324
2453,6480313
2454,7913266
2455,6369165
2456,6112805
2457,6231364
2458,6740981
2459,6159094
2460,5228200
2461,14076881
2462,12847854
2463,4795455
2464,7283565
2465,8636153
2466,2982670
2467,5633036
2468,3833416
2469,5213586
2470,7439043
2471,7960769
2472,7563119
2473,10109008
2474,6316168
2475,4855092
2476,6523403
2477,4442889
2478,8564352
2479,4432687
2480,4491362
2481,8355450
2482,3129125
2483,7112266
2484,5400971
2485,4641964
2486,5505659
2487,4894461
2488,4551489
2489,4809640
2490,6298393
2491,4759286
2492,5572280
2493,8374465
2494,5426839
2495,14863510
2496,5916696
2497,6303300
2498,5279600
2499,5839300
2500,4079512
2501,3916503
2502,6556598
2503,7044336
2504,16091892
2505,11490173
2506,7489500
2507,3731766
2508,5089007
2509,7887840
2510,10761369
2511,6375704
2512,8111170
2513,8207597
2514,4879430
2515,8175546
2516,3370917
2517,6239377
2518,8907579
2519,4427422
2520,5858018
2521,10546827
2522,8532629
2523,5587168
2524,8420861
2525,5526350
2526,13000556
2527,5408494
2528,21447743
2529,7993015
2530,5334835
2531,6472665
2532,5950086
2533,7071612
2534,10294597
2535,4366620
2536,7121399
2537,7674823
2538,6720911
2539,7659669
2540,4414750
2541,5375926
2542,8846094
2543,4286150
2544,6045525
2545,6170503
2546,6134076
2547,3900389
2548,2360235
2549,6604193
2550,4391773
2551,6986698
2552,9781483
2553,4919188
2554,8924494
2555,6389302
2556,9426846
2557,13273465
2558,10009515
2559,5792822
2560,4996900
2561,5815450
2562,8557912
2563,6110540
2564,5533633
2565,3703562
2566,7057420
2567,9483210
2568,6021049
2569,8189175
2570,11064932
2571,13494393
2572,5513136
2573,11418194
2574,4054613
2575,9446724
2576,8137661
2577,3475678
2578,5122267
2579,7340535
2580,2548248
2581,6288000
2582,7246300
2583,6512283
2584,6641050
2585,7568291
2586,5439700
2587,27801941
2588,6415805
2589,6630444
2590,4399714
2591,5546400
2592,5050618
2593,5395720
2594,6964043
2595,8121430
2596,4769474
2597,4611110
2598,11411046
2599,4892439
2600,4818215
2601,6102085
2602,4492703
2603,5202397
2604,16507110
2605,7816701
2606,2417420
2607,7901050
2608,7630450
2609,6019451
2610,6254734
2611,5538613
2612,5633439
2613,4213800
2614,8022771
2615,5415400
2616,5426053
2617,6778109
2618,4476941
2619,12587648
2620,9152363
2621,6147157
2622,5924828
2623,5965606
2624,7290731
2625,8039443
2626,3644406
2627,6306769
2628,4344157
2629,6250516
2630,2554376
2631,7343430
2632,15397768
2633,9385639
2634,9238855
2635,7163151
2636,6208664
2637,7415473
2638,12313243
2639,5823726
2640,6574157
2641,6050370
2642,6416062
2643,11114821
2644,3514407
2645,8042439
2646,5489400
2647,6859800
2648,5506250
2649,5385768
2650,11246687
2651,8680794
2652,7139404
2653,3517457
2654,5486132
2655,7702694
2656,4972800
2657,7202610
2658,3963670
2659,18573545
2660,3775664
2661,6310702
2662,6214455
2663,3056228
2664,5936900
2665,6763450
2666,11764893
2667,6091000
2668,2919117
2669,10426603
2670,11264541
2671,9006700
2672,4316469
2673,4766735
2674,5057933
2675,8781044
2676,9564658
2677,6002678
2678,6983824
2679,5789108
2680,5297950
2681,8555818
2682,8817653
2683,11711645
2684,4213783
2685,7858268
2686,5328595
2687,5894901
2688,24763163
2689,6513300
2690,9941225
2691,6019070
2692,8933362
2693,5940675
2694,10739497
2695,5771056
2696,10834404
2697,3821460
2698,5805253
2699,10623096
2700,6107828
2701,6558750
2702,16579277
2703,5148780
2704,10144657
2705,9004773
2706,6760236
2707,7229722
2708,20892978
2709,9984607
2710,8859848
2711,7343800
2712,5821896
2713,5848723
2714,6877370
2715,9453496
2716,5155215
2717,4999982
2718,7966541
2719,19706380
2720,5284091
2721,4002104
2722,7960385
2723,4812641
2724,7337834
2725,5956548
2726,5950436
2727,4164135
2728,7183534
2729,8147333
2730,10899911
2731,6202640
2732,10109421
2733,6583185
2734,9898405
2735,30613390
2736,13343772
2737,5576978
2738,8826683
2739,7936285
2740,4842180
2741,8617499
2742,4164027
2743,3976977
2744,9177017
2745,6084729
2746,6214205
2747,5833147
2748,5510889
2749,5293556
2750,6047111
2751,5289801
2752,11872322
2753,3257096
2754,7091250
2755,3999995
2756,3125310
2757,3267222
2758,4202443
2759,6243414
2760,7674602
2761,5763999
2762,15186860
2763,4819076
2764,6711851
2765,8047142
2766,7218435
2767,4062585
2768,6562563
2769,4807300
2770,3270594
2771,11942580
2772,6515100
2773,4378400
2774,4982284
2775,5741626
2776,8226623
2777,3907465
2778,5342250
2779,6221950
2780,8272750
2781,4978706
2782,4223351
2783,5134054
2784,5973388
2785,5120197
2786,7315943
2787,4393003
2788,5952800
2789,5196250
2790,5963581
2791,5286400
2792,5198500
2793,5272850
2794,5766200
2795,13131649
2796,8511660
2797,3225676
2798,3681107
2799,4859151
2800,4790730
2801,5236192
2802,4970253
2803,9805714
2804,4772934
2805,6956278
2806,5115301
2807,4879535
2808,5222667
2809,6078305
2810,9492854
2811,5721100
2812,6773175
2813,5252934
2814,4052337
2815,10296617
2816,6750583
2817,4504213
2818,4380192
2819,3772364
2820,4674306
2821,7277040
2822,4560652
2823,7280759
2824,6568179
2825,5819940
2826,15320545
2827,6763038
2828,5497306
2829,4406729
2830,7009454
2831,5477492
2832,3890055
2833,7795671
2834,4753649
2835,3884950
2836,4982159
2837,5788253
2838,5447237
2839,8130531
2840,4428820
2841,2240384
2842,5972006
2843,7364209
2844,5925300
2845,3956561
2846,9323744
2847,4431582
2848,12349782
2849,5694300
2850,5607415
2851,5770098
2852,4437200
2853,7453680
2854,6522172
2855,2695700
2856,6242117
2857,5779828
2858,9908850
2859,6491726
2860,6013430
2861,2662778
2862,2424966
2863,6301300
2864,4608790
2865,7454592
2866,24537979
2867,15898757
2868,7725409
2869,5730273
2870,4369260
2871,6557499
2872,5588905
2873,5653150
2874,3131196
2875,11375354
2876,5651399
2877,7125327
2878,8403450
2879,4803866
2880,8267998
2881,15681444
2882,3958269
2883,8456603
2884,4726890
2885,22419788
2886,4169500
2887,5372508
2888,8528755
2889,6321740
2890,5060535
2891,3785823
2892,10473201
2893,8170151
2894,2878731
2895,3070309
2896,5600078
2897,3857052
2898,5528100
2899,4278690
2900,7314576
2901,5754873
2902,5442621
2903,5738832
2904,5486300
2905,5817946
2906,11500387
2907,16590811
2908,8105385
2909,6406421
2910,6210439
2911,5180132
2912,7437107
2913,6251324
2914,7504998
2915,7685771
2916,8563560
2917,5531917
2918,14819864
2919,7401720
2920,5587153
2921,3458907
2922,8366323
2923,5942650
2924,5473892
2925,6905404
2926,11588112
2927,4716753
2928,7844616
2929,6456765
2930,9876654
2931,5193210
2932,11068833
2933,7029987
2934,3954657
2935,2653400
2936,3198548
2937,10337701
2938,4513150
2939,4051911
2940,13507741
2941,6077198
2942,5580750
2943,6997551
2944,7266904
2945,4513891
2946,3884532
2947,9419047
2948,6300026
2949,5673855
2950,5738670
2951,7435421
2952,4939838
2953,5261725
2954,6265102
2955,14140893
2956,12315394
2957,7126861
2958,11438828
2959,15647109
2960,5402531
2961,10309273
2962,13641479
2963,5689390
2964,6879828
2965,3997058
2966,8359206
2967,5672801
2968,6750452
2969,7785799
2970,9003228
2971,8746442
2972,5895450
2973,6092897
2974,5446941
2975,5410578
2976,5404640
2977,15993519
2978,10332797
2979,9036469
2980,8479965
2981,9532642
2982,5788550
2983,5455332
2984,7154511
2985,14142694
2986,8894762
2987,5683950
2988,3904353
2989,8811662
2990,5931265
2991,2450451
2992,5340382
2993,4651415
2994,5353690
2995,7864376
2996,10165831
2997,6238233
2998,11608863
2999,4647103
3000,7236729
3001,6029150
3002,5094600
3003,3804545
3004,9612542
3005,3941396
3006,18389700
3007,6359750
3008,5378620
3009,6042481
3010,10365300
3011,7408400
3012,6603942
3013,5868900
3014,1976343
3015,7822813
3016,6367480
3017,8184609
3018,6800738
3019,5121129
3020,4670658
3021,10523046
3022,6377950
3023,5777992
3024,7992679
3025,5470868
3026,5053073
3027,5489198
3028,6797789
3029,6390974
3030,7418509
3031,5771300
3032,3973591
3033,5392000
3034,4986142
3035,4278384
3036,6995165
3037,3555203
3038,5932652
3039,6857814
3040,4334741
3041,5287900
3042,6000730
3043,3022083
3044,7103241
3045,6506545
3046,5793443
3047,4771791
3048,8004034
3049,4963304
3050,13673150
3051,2275737
3052,4677193
3053,3498011
3054,4114771
3055,5127600
3056,5076838
3057,7214562
3058,5622709
3059,22290232
3060,5590163
3061,6289442
3062,6124239
3063,6610274
3064,6210214
3065,8843220
3066,8540935
3067,4997702
3068,11333660
3069,5025409
3070,8159844
3071,4929634
3072,8783168
3073,7192162
3074,10121458
3075,9235020
3076,8174600
3077,5275162
3078,5328203
3079,5169129
3080,4878323
3081,4218054
3082,5758471
3083,3814868
3084,6658103
3085,5457881
3086,5348478
3087,5154746
3088,7614500
3089,6429010
3090,2846865
3091,5940287
3092,7147003
3093,9313304
3094,8936625
3095,4854886
3096,4445246
3097,4824366
3098,6362423
3099,5740205
3100,5698844
3101,6305592
3102,7912146
3103,11650870
3104,2243087
3105,3966847
3106,4404700
3107,5538932
3108,7029624
3109,4353399
3110,6959933
3111,11726984
3112,10610648
3113,4435101
3114,8051057
3115,5731982
3116,12075135
3117,6953155
3118,5688153
3119,5524939
3120,5916179
3121,5300512
3122,12481213
3123,5740533
3124,5668931
3125,9011711
3126,5458384
3127,3497788
3128,6471235
3129,8439609
3130,3820770
3131,4403839
3132,3662994
3133,7053362
3134,8853738
3135,7604065
3136,8513407
3137,22288304
3138,7093780
3139,5201018
3140,12557592
3141,5673712
3142,7606498
3143,3487794
3144,11602355
3145,7676741
3146,6626931
3147,7563075
3148,7421087
3149,5175595
3150,15674296
3151,5269215
3152,4201790
3153,9013718
3154,8253616
3155,5537150
3156,8685020
3157,12737653
3158,3261270
3159,4485485
3160,5643850
3161,4750101
3162,4204882
3163,11188216
3164,10339195
3165,4151400
3166,6303013
3167,7041265
3168,5161706
3169,3770061
3170,10305280
3171,5996640
3172,4615204
3173,8494089
3174,6052086
3175,2349034
3176,4538855
3177,5768758
3178,10317780
3179,6814938
3180,17290283
3181,9623370
3182,7237274
3183,4808567
3184,11448702
3185,4838622
3186,4650547
3187,4776258
3188,4257282
3189,6433501
3190,5391975
3191,6011272
3192,6218230
3193,6395109
3194,7776112
3195,6147025
3196,6410380
3197,4615617
3198,5656491
3199,13908336
3200,5858194
3201,6330187
3202,5756642
3203,6274883
3204,4205314
3205,7108346
3206,6456628
3207,6381705
3208,9382155
3209,10627997
3210,6155564
3211,7325718
3212,4243986
3213,3769611
3214,5458082
3215,11438789
3216,5748712
3217,5733883
3218,3942869
3219,13988162
3220,7000270
3221,4799490
3222,5130474
3223,3398070
3224,5313323
3225,4907978
3226,3903681
3227,8706018
3228,11502903
3229,10711322
3230,7359343
3231,11562706
3232,20351454
3233,2197927
3234,7047252
3235,2921281
3236,6309100
3237,5989770
3238,4443616
3239,6572267
3240,3609529
3241,4083450
3242,6836804
3243,3770708
3244,9898534
3245,6787430
3246,19026638
3247,29885356
3248,4562100
3249,4190486
3250,8379831
3251,5173605
3252,7586121
3253,7206445
3254,5398320
3255,4478168
3256,6351435
3257,6764596
3258,11771803
3259,9663218
3260,6482669
3261,8753327
3262,9474370
3263,5855961
3264,7066500
3265,5023900
3266,4420841
3267,3926336
3268,5707395
3269,6685415
3270,4450065
3271,38743541
3272,5375783
3273,7632690
3274,4155822
3275,6621925
3276,3730186
3277,15298603
3278,7363356
3279,6159465
3280,7428393
3281,4149974
3282,8282171
3283,6121401
3284,4289925
3285,4109444
3286,7807740
3287,6356980
3288,5600963
3289,6561622
3290,4331353
3291,5528797
3292,15282743
3293,4223347
3294,7116173
3295,11459834
3296,4777733
3297,5848843
3298,5779661
3299,4979671
3300,5723325
3301,7511654
3302,5566079
3303,12969974
3304,5482253
3305,7634572
3306,3735673
3307,8728612
3308,10914850
3309,5513728
3310,5293100
3311,5385659
3312,4849690
3313,7540699
3314,7593533
3315,5160950
3316,4551380
3317,6659499
3318,4638351
3319,5726621
3320,3928932
3321,8030346
3322,10575869
3323,7132352
3324,3325556
3325,6637400
3326,7561835
3327,8018497
3328,4993962
3329,5071708
3330,7657350
3331,9626400
3332,11516397
3333,8808160
3334,7184631
3335,3633294
3336,3934581
3337,7442659
3338,7188048
3339,4170031
3340,6024231
3341,4477860
3342,5053834
3343,29932773
3344,6272691
3345,6595497
3346,4850096
3347,4641680
3348,3701316
3349,7956313
3350,8500923
3351,4481918
3352,5291332
3353,14399762
3354,5854835
3355,8712181
3356,4703802
3357,12198059
3358,5269948
3359,5676270
3360,5235623
3361,5981002
3362,5211060
3363,4757228
3364,5186390
3365,10181018
3366,5127657
3367,6755524
3368,5970592
3369,5599559
3370,4481577
3371,5863921
3372,12493947
3373,7073534
3374,3594776
3375,5624420
3376,11706195
3377,7548605
3378,6900434
3379,9301522
3380,1997476
3381,4380867
3382,9282249
3383,5106014
3384,7112824
3385,7010763
3386,3063690
3387,4494670
3388,19534984
3389,6614461
3390,8172374
3391,7236356
3392,4006330
3393,6200773
3394,5704653
3395,5460142
3396,5101981
3397,4484500
3398,5970850
3399,4925948
3400,4390227
3401,4928750
3402,4159143
3403,6826565
3404,4366803
3405,6886873
3406,15940130
3407,6174633
3408,3532410
3409,10714731
3410,6152200
3411,3839688
3412,8116983
3413,10476997
3414,6008555
3415,7016985
3416,6464148
3417,4278276
3418,11519002
3419,5792917
3420,4934354
3421,6917255
3422,2922942
3423,10147447
3424,7126305
3425,5321920
3426,5771500
3427,4549205
3428,8932397
3429,6734901
3430,4984072
3431,4672966
3432,3187283
3433,12856919
3434,5710966
3435,4172942
3436,5437291
3437,9416950
3438,7953531
3439,5536318
3440,6890603
3441,6580477
3442,5664941
3443,4907687
3444,7220669
3445,5840337
3446,7193969
3447,4534417
3448,5450906
3449,7623832
3450,5517138
3451,7928147
3452,9264556
3453,9008539
3454,4179183
3455,3606723
3456,4402317
3457,8335624
3458,6750990
3459,5601015
3460,6384597
3461,9589062
3462,10066951
3463,8024403
3464,5146034
3465,6073530
3466,5729950
3467,5645729
3468,2712846
3469,7595315
3470,8259503
3471,12600497
3472,8296014
3473,6140856
3474,8375697
3475,5467582
3476,8976319
3477,3838273
3478,6590210
3479,7254213
3480,10672911
3481,3500719
3482,5886374
3483,9479965
3484,8742300
3485,6170114
3486,4749786
3487,5113586
3488,4356232
3489,7071212
3490,4586039
3491,6299135
3492,4779932
3493,14230019
3494,3640330
3495,5049500
3496,7511927
3497,7737762
3498,4271313
3499,7753504
3500,5631500
3501,7312870
3502,4951750
3503,6434500
3504,3459211
3505,2767099
3506,2879859
3507,3672324
3508,2667984
3509,12385960
3510,5316779
3511,6333793
3512,5537942
3513,4345428
3514,5824714
3515,6073384
3516,5605646
3517,6995967
3518,11382485
3519,6104074
3520,5733100
3521,4996200
3522,5875168
3523,5616858
3524,5884556
3525,12855393
3526,5372740
3527,5225500
3528,5856002
3529,5927843
3530,5139390
3531,5615559
3532,4676244
3533,3456034
3534,9667922
3535,8604025
3536,4885373
3537,15900874
3538,3684743
3539,4595304
3540,6229259
3541,9084706
3542,5183630
3543,4731496
3544,5879490
3545,5391036
3546,3071075
3547,7333464
3548,6995615
3549,13816701
3550,6781759
3551,8803994
3552,12000588
3553,4986117
3554,5940330
3555,7566073
3556,6239615
3557,7207871
3558,11413441
3559,2482150
3560,7362138
3561,8860908
3562,7143229
3563,12913201
3564,5312818
3565,5415700
3566,5599536
3567,5212693
3568,6232467
3569,5331009
3570,2890956
3571,6738094
3572,5158240
3573,7568063
3574,5843323
3575,3685649
3576,9325430
3577,5263410
3578,3634961
3579,6892716
3580,3905891
3581,5843641
3582,10262450
3583,11218629
3584,6482218
3585,6225024
3586,10209339
3587,3944685
3588,3792571
3589,5177000
3590,8191257
3591,3673418
3592,7300705
3593,4094093
3594,5404050
3595,5917912
3596,10293045
3597,12053489
3598,16116387
3599,5010905
3600,4517207
3601,2699552
3602,3761847
3603,4123519
3604,9908278
3605,3202632
3606,6525600
3607,3400981
3608,4158061
3609,7122785
3610,4583900
3611,6916679
3612,4209857
3613,6175468
3614,5127660
3615,6421411
3616,6250120
3617,7475423
3618,5782591
3619,13103804
3620,17049381
3621,6666428
3622,8731448
3623,7544835
3624,6684600
3625,5987643
3626,6904043
3627,5480481
3628,2003530
3629,8962432
3630,12086506
3631,6679935
3632,8802861
3633,6557617
3634,5963904
3635,6469470
3636,6363000
3637,9803559
3638,4447322
3639,8250364
3640,10915489
3641,6158364
3642,6027166
3643,16542549
3644,5662400
3645,4495798
3646,6130800
3647,5741656
3648,9493214
3649,6077925
3650,6901699
3651,11518388
3652,4106354
3653,5972470
3654,7153300
3655,10847098
3656,3477425
3657,9601789
3658,5383661
3659,6799954
3660,5946033
3661,7336461
3662,5935000
3663,8780688
3664,8013573
3665,13215738
3666,7278371
3667,5582966
3668,6005469
3669,5655049
3670,5009492
3671,6216331
3672,5921800
3673,5192650
3674,5782797
3675,5274968
3676,5962825
3677,3829404
3678,4893460
3679,10716000
3680,6256084
3681,5229100
3682,5879750
3683,7388025
3684,6274750
3685,8496087
3686,2869793
3687,4254159
3688,4762388
3689,6473015
3690,6964643
3691,6894931
3692,5054801
3693,5425716
3694,9169648
3695,4856774
3696,11884761
3697,16092332
3698,4390340
3699,4830400
3700,8069000
3701,4087625
3702,3861860
3703,8772066
3704,4327256
3705,4431383
3706,7082114
3707,6076630
3708,7228926
3709,4237857
3710,8661555
3711,9545227
3712,8300583
3713,21451351
3714,5025207
3715,11179970
3716,8525369
3717,10874176
3718,23022468
3719,6725307
3720,7215172
3721,7565368
3722,6383667
3723,12611482
3724,5123723
3725,4025965
3726,3942774
3727,4455020
3728,4980556
3729,6122742
3730,5168212
3731,4990922
3732,7981847
3733,4017293
3734,4467110
3735,13442712
3736,4066179
3737,10390588
3738,20815229
3739,6359768
3740,8171261
3741,22931892
3742,6994467
3743,13031431
3744,6313641
3745,8065516
3746,6329219
3747,4862958
3748,6932395
3749,5285578
3750,7955502
3751,4191799
3752,6642800
3753,6545731
3754,4373083
3755,10582864
3756,8619774
3757,5824209
3758,5718665
3759,4439550
3760,6002913
3761,5828168
3762,5492379
3763,3784049
3764,3987330
3765,8594632
3766,9212388
3767,7061935
3768,6032333
3769,12267039
3770,5886926
3771,11233431
3772,10753290
3773,4012817
3774,5219540
3775,5459547
3776,7620244
3777,13426153
3778,8175505
3779,10754422
3780,7084018
3781,5738740
3782,10564778
3783,4582062
3784,6003480
3785,4498331
3786,6751058
3787,5725652
3788,4822697
3789,7175231
3790,7070550
3791,5098102
3792,7909795
3793,6136241
3794,5046200
3795,5479406
3796,10166079
3797,8425065
3798,4568333
3799,5810548
3800,5385523
3801,6023542
3802,4994510
3803,6286201
3804,6653070
3805,9442524
3806,6174867
3807,14265109
3808,4619728
3809,14417086
3810,6491326
3811,6519679
3812,9601561
3813,6045725
3814,4209957
3815,8109104
3816,6906467
3817,6900821
3818,11397558
3819,4224700
3820,5466896
3821,3418316
3822,5250390
3823,4559570
3824,5692500
3825,5817358
3826,8161059
3827,6633358
3828,6888301
3829,4637031
3830,10648241
3831,4080633
3832,6867471
3833,4897962
3834,6759544
3835,5744680
3836,7466988
3837,13291875
3838,9259331
3839,7956824
3840,6690789
3841,5120771
3842,7975935
3843,8646800
3844,4478010
3845,5917904
3846,5161652
3847,10737148
3848,7505970
3849,4109464
3850,5312355
3851,5370027
3852,28334195
3853,5337251
3854,5044400
3855,5143864
3856,3652121
3857,5915631
3858,15663172
3859,10065618
3860,5195360
3861,5100230
3862,19031071
3863,9746479
3864,6945520
3865,5942254
3866,3488419
3867,5707663
3868,8773847
3869,2328345
3870,7669154
3871,8970791
3872,5431968
3873,9763023
3874,5878321
3875,3908138
3876,5749980
3877,6828850
3878,16234152
3879,6842284
3880,5397920
3881,4919118
3882,6086629
3883,6074520
3884,8286535
3885,7637790
3886,9038508
3887,4493815
3888,4789517
3889,8186720
3890,10885625
3891,6918662
3892,4568319
3893,4548821
3894,6422943
3895,7007828
3896,5813262
3897,4053168
3898,6040628
3899,8387027
3900,6002423
3901,5523873
3902,3505964
3903,12939000
3904,5771050
3905,6860779
3906,3857678
3907,4735604
3908,6885500
3909,5828990
3910,16273281
3911,5962340
3912,5815426
3913,10708529
3914,10199297
3915,9943622
3916,4902858
3917,5168977
3918,5452941
3919,5044201
3920,6706335
3921,6281066
3922,11009620
3923,5274050
3924,5067388
3925,8748923
3926,3522983
3927,4027561
3928,4840178
3929,4673155
3930,6368087
3931,5092589
3932,5593078
3933,13609345
3934,5298800
3935,7813464
3936,5949294
3937,10711139
3938,5444944
3939,11061281
3940,3680106
3941,3517733
3942,33458195
3943,6855795
3944,4939437
3945,7137648
3946,8831390
3947,5386427
3948,3595004
3949,8176795
3950,7283799
3951,12563030
3952,4828741
3953,5965950
3954,4721042
3955,7312372
3956,6393558
3957,4797700
3958,11646065
3959,6773398
3960,8656387
3961,7931110
3962,7432864
3963,3910166
3964,5292209
3965,6314810
3966,6245945
3967,4946934
3968,9512787
3969,6736018
3970,10515662
3971,5649301
3972,3452637
3973,21432551
3974,4199826
3975,11591200
3976,6823690
3977,11257692
3978,5570894
3979,6157800
3980,12964813
3981,7201658
3982,7728109
3983,10628617
3984,5387700
3985,6100608
3986,7150146
3987,7158425
3988,5218519
3989,14806274
3990,5193396
3991,7742406
3992,4577067
3993,3012873
3994,4810684
3995,3889647
3996,2099234
3997,5817911
3998,12099900
3999,4611102
4000,7001986
4001,5436256
4002,3975621
4003,6046002
4004,4389122
4005,5835830
4006,14925022
4007,5558328
4008,11777571
4009,11799469
4010,8162530
4011,3734806
4012,6334535
4013,14851814
4014,10530838
4015,5438339
4016,5824947
4017,6491690
4018,6141300
4019,7389303
4020,5972894
4021,6552823
4022,5901909
4023,6056132
4024,6879208
4025,8191099
4026,3734644
4027,7312909
4028,4593339
4029,5740400
4030,7088353
4031,5212834
4032,5703545
4033,7231748
4034,4462500
4035,5540800
4036,7307064
4037,5354653
4038,5205840
4039,8229641
4040,6689992
4041,4657176
4042,15066352
4043,13340295
4044,5480415
4045,5292459
4046,10132884
4047,5401379
4048,5993194
4049,5772660
4050,4830029
4051,4249658
4052,4220345
4053,5181000
4054,4527000
4055,2187377
4056,6415863
4057,11712902
4058,3936360
4059,3846943
4060,3325461
4061,5211370
4062,15324845
4063,10447488
4064,6306755
4065,5426304
4066,8680071
4067,8985219
4068,28259858
4069,7462401
4070,4917962
4071,9594195
4072,5650082
4073,5979126
4074,4292438
4075,6653763
4076,6919807
4077,6971506
4078,7456043
4079,3583967
4080,4608524
4081,13822503
4082,5799064
4083,6051116
4084,7172391
4085,7743146
4086,5804580
4087,4602680
4088,18366583
4089,6250361
4090,10662073
4091,9747544
4092,7757520
4093,4541057
4094,5807861
4095,6119431
4096,4165833
4097,21189145
4098,7396047
4099,9008075
4100,2296071
4101,5674582
4102,6260458
4103,5356186
4104,13634780
4105,5433921
4106,3784165
4107,4344230
4108,4977442
4109,5391082
4110,6859514
4111,7018835
4112,7955007
4113,5534851
4114,4419598
4115,4747791
4116,4030223
4117,10127277
4118,5362014
4119,4544960
4120,6955362
4121,6758827
4122,5230808
4123,5477347
4124,6273956
4125,5504307
4126,6599845
4127,4431030
4128,7915491
4129,5872379
4130,5292300
4131,6860568
4132,10584450
4133,6535690
4134,4552165
4135,6107045
4136,9726546
4137,6628827
4138,3956727
4139,4146934
4140,3825444
